000000002,4,3,0,04-11-14,09:16:49,100005
000000023,5,3,0,04-11-14,09:17:32,100005
000000012,5,3,0,04-11-14,09:17:54,100005
000000009,5,3,0,04-11-14,09:18:21,100005
000000006,5,3,0,04-11-14,09:18:44,100005
000000011,5,3,0,04-11-14,09:19:32,100005
000000024,5,3,0,04-11-14,09:20:03,100005
